交易唯一编号,客户名称,主体名称,账户类型,本方名称,本方账户,开户行,交易时间,对手名称,对手账户,收入金额,支出金额,交易金额,账户余额,虚拟账户余额,银行备注,账户方附言,收支方向,一级标签,二级标签,三级标签,标签来源,标签置信度,命中关键词,交易渠道,来源文件名,来源行号
TX000199,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-02 11:09:00,中远海运,,,157033.5,-157033.5,10362617.0,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,199
TX000200,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-03 14:52:00,江苏锦祺供应链,,264223.6,,264223.6,10626840.6,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,200
TX000201,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-03 08:56:00,物流仓储乙,,,84251.8,-84251.8,10542588.8,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,201
TX000202,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-03 14:47:00,现金,,,181695.67,-181695.67,10360893.13,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,202
TX000203,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-04 12:14:00,合肥中南光电,,86648.86,,86648.86,10447541.99,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,203
TX000204,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-04 12:45:00,中远海运,,,90523.85,-90523.85,10357018.14,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,204
TX000205,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-04 16:16:00,江苏锦祺供应链,,278109.25,,278109.25,10635127.39,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,205
TX000206,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-05 10:16:00,上海港务,,,30501.07,-30501.07,10604626.32,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,206
TX000207,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-05 13:12:00,上海港务,,,236727.49,-236727.49,10367898.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,207
TX000208,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-06 18:53:00,上海建工集团,,164190.6,,164190.6,10532089.43,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,208
TX000209,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-06 08:54:00,报关行甲,,,123313.72,-123313.72,10408775.71,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,209
TX000210,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-06 11:25:00,上海建工集团,,236729.38,,236729.38,10645505.09,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,210
TX000211,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-08 10:22:00,北京诚栋集成房屋,,62519.36,,62519.36,10708024.45,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,211
TX000212,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-09 18:02:00,中远海运,,,19995.87,-19995.87,10688028.58,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,212
TX000213,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-13 14:06:00,江苏锦祺供应链,,358686.48,,358686.48,11046715.06,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,213
TX000214,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-13 18:05:00,现金,,62548.5,,62548.5,11109263.56,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,214
TX000215,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-14 11:18:00,上海建工集团,,57187.49,,57187.49,11166451.05,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,215
TX000216,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-14 12:03:00,合肥中南光电,,119240.65,,119240.65,11285691.7,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,216
TX000217,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-15 17:47:00,物流仓储乙,,,130896.96,-130896.96,11154794.74,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,217
TX000218,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-15 09:22:00,合肥中南光电,,31874.36,,31874.36,11186669.1,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,218
TX000219,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-16 09:36:00,物流仓储乙,,,145863.38,-145863.38,11040805.72,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,219
TX000220,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-16 12:48:00,上海港务,,,114653.8,-114653.8,10926151.92,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,220
TX000221,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-16 15:44:00,中远海运,,,11046.8,-11046.8,10915105.12,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,221
TX000222,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-17 12:36:00,物流仓储乙,,,93324.56,-93324.56,10821780.56,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,222
TX000223,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-18 10:07:00,上海建工集团,,376549.91,,376549.91,11198330.47,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,223
TX000224,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-20 13:06:00,物流仓储乙,,,198863.95,-198863.95,10999466.52,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,224
TX000225,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-20 14:56:00,合肥中南光电,,358899.86,,358899.86,11358366.38,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,225
TX000226,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-20 16:32:00,燃油供应公司,,,59468.03,-59468.03,11298898.35,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,226
TX000227,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-21 17:48:00,上海建工集团,,378689.63,,378689.63,11677587.98,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,227
TX000228,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-23 18:35:00,物流仓储乙,,,47278.42,-47278.42,11630309.56,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,228
TX000229,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-23 12:37:00,上海港务,,,121157.71,-121157.71,11509151.85,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,229
TX000230,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-24 16:12:00,合肥中南光电,,264226.35,,264226.35,11773378.2,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,230
TX000231,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-25 11:46:00,江苏锦祺供应链,,78745.85,,78745.85,11852124.05,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,231
TX000232,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-25 11:16:00,江苏锦祺供应链,,152480.19,,152480.19,12004604.24,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,232
TX000233,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-27 10:50:00,中远海运,,,56903.69,-56903.69,11947700.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,233
TX000234,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-28 09:17:00,报关行甲,,,75716.93,-75716.93,11871983.62,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,234
TX000235,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-28 14:44:00,现金,,196288.21,,196288.21,12068271.83,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,235
TX000236,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-29 17:47:00,西轮国运代理,,196046.11,,196046.11,12264317.94,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,236
TX000237,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-30 17:37:00,上海建工集团,,365041.48,,365041.48,12629359.42,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,237
TX000238,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-30 18:56:00,报关行甲,,,213038.45,-213038.45,12416320.97,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,238
TX000239,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-30 18:07:00,物流仓储乙,,,214586.56,-214586.56,12201734.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,239
TX000240,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-31 14:15:00,西轮国运代理,,258745.24,,258745.24,12460479.65,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,240
TX000241,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-31 15:01:00,上海港务,,,70014.64,-70014.64,12390465.01,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,241
TX000242,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-05-31 10:57:00,报关行甲,,,134380.54,-134380.54,12256084.47,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,242
TX000243,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-01 09:02:00,报关行甲,,,209649.14,-209649.14,12046435.33,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,243
TX000244,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-01 11:33:00,上海建工集团,,81120.19,,81120.19,12127555.52,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,244
TX000245,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-02 15:32:00,江苏锦祺供应链,,193578.18,,193578.18,12321133.7,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,245
TX000246,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-02 15:13:00,西轮国运代理,,218241.54,,218241.54,12539375.24,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,246
TX000247,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-03 18:03:00,北京诚栋集成房屋,,297060.46,,297060.46,12836435.7,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,247
TX000248,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-04 14:40:00,合肥中南光电,,43371.45,,43371.45,12879807.15,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,248
TX000249,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-04 12:47:00,燃油供应公司,,,149242.06,-149242.06,12730565.09,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,249
TX000250,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-05 14:29:00,物流仓储乙,,,243160.26,-243160.26,12487404.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,250
TX000251,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-05 18:12:00,上海建工集团,,373179.19,,373179.19,12860584.02,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,251
TX000252,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-05 10:22:00,江苏锦祺供应链,,293867.8,,293867.8,13154451.82,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,252
TX000253,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-06 15:22:00,西轮国运代理,,308757.41,,308757.41,13463209.23,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,253
TX000254,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-06 12:27:00,上海港务,,,74181.88,-74181.88,13389027.35,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,254
TX000255,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-06 12:22:00,报关行甲,,,10646.81,-10646.81,13378380.54,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,255
TX000256,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-07 18:05:00,燃油供应公司,,,125092.01,-125092.01,13253288.53,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,256
TX000257,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-08 17:57:00,西轮国运代理,,344689.27,,344689.27,13597977.8,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,257
TX000258,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-08 17:00:00,上海建工集团,,221646.17,,221646.17,13819623.97,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,258
TX000259,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-10 10:54:00,燃油供应公司,,,70006.37,-70006.37,13749617.6,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,259
TX000260,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-11 14:50:00,合肥中南光电,,151648.75,,151648.75,13901266.35,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,260
TX000261,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-12 16:50:00,物流仓储乙,,,244521.8,-244521.8,13656744.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,261
TX000262,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-13 15:42:00,上海建工集团,,221702.28,,221702.28,13878446.83,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,262
TX000263,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-13 10:30:00,物流仓储乙,,,38421.42,-38421.42,13840025.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,263
TX000264,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-14 15:15:00,报关行甲,,,122102.6,-122102.6,13717922.81,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,264
TX000265,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-14 10:53:00,江苏锦祺供应链,,247848.62,,247848.62,13965771.43,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,265
TX000266,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-14 15:23:00,江苏锦祺供应链,,209090.47,,209090.47,14174861.9,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,266
TX000267,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-15 18:01:00,北京诚栋集成房屋,,88597.21,,88597.21,14263459.11,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,267
TX000268,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-15 13:51:00,北京诚栋集成房屋,,279383.47,,279383.47,14542842.58,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,268
TX000269,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-15 10:02:00,物流仓储乙,,,126201.13,-126201.13,14416641.45,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,269
TX000270,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-16 13:21:00,上海港务,,,91265.57,-91265.57,14325375.88,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,270
TX000271,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-17 14:21:00,物流仓储乙,,,194937.85,-194937.85,14130438.03,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,271
TX000272,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-17 13:52:00,江苏锦祺供应链,,40033.71,,40033.71,14170471.74,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,272
TX000273,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-17 16:22:00,西轮国运代理,,211424.69,,211424.69,14381896.43,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,273
TX000274,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-18 12:08:00,中远海运,,,89415.1,-89415.1,14292481.33,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,274
TX000275,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-21 12:06:00,现金,,,140896.27,-140896.27,14151585.06,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,275
TX000276,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-21 18:03:00,上海建工集团,,332345.26,,332345.26,14483930.32,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,276
TX000277,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-21 18:43:00,物流仓储乙,,,156817.62,-156817.62,14327112.7,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,277
TX000278,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-23 18:11:00,合肥中南光电,,257605.51,,257605.51,14584718.21,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,278
TX000279,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-25 12:35:00,中远海运,,,98528.64,-98528.64,14486189.57,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,279
TX000280,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-25 08:27:00,现金,,,54346.32,-54346.32,14431843.25,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,280
TX000281,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-25 17:33:00,物流仓储乙,,,234126.04,-234126.04,14197717.21,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,281
TX000282,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-28 14:38:00,现金,,,117153.21,-117153.21,14080564.0,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,282
TX000283,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-28 09:05:00,上海港务,,,124107.62,-124107.62,13956456.38,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,283
TX000284,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-06-28 14:00:00,上海港务,,,224985.35,-224985.35,13731471.03,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,284
TX000285,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-02 17:15:00,上海港务,,,123359.62,-123359.62,13608111.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,285
TX000286,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-03 10:46:00,上海港务,,,231472.76,-231472.76,13376638.65,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,286
TX000287,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-03 15:42:00,燃油供应公司,,,160869.56,-160869.56,13215769.09,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,287
TX000288,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-03 08:00:00,燃油供应公司,,,229245.07,-229245.07,12986524.02,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,288
TX000289,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-07 15:38:00,江苏锦祺供应链,,83078.87,,83078.87,13069602.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,289
TX000290,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-07 15:43:00,西轮国运代理,,380528.79,,380528.79,13450131.68,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,290
TX000291,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-07 18:51:00,北京诚栋集成房屋,,158040.93,,158040.93,13608172.61,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,291
TX000292,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-08 17:21:00,合肥中南光电,,379070.34,,379070.34,13987242.95,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,292
TX000293,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-08 17:21:00,北京诚栋集成房屋,,256301.99,,256301.99,14243544.94,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,293
TX000294,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-08 12:37:00,中远海运,,,209509.21,-209509.21,14034035.73,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,294
TX000295,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-09 17:49:00,上海港务,,,100402.44,-100402.44,13933633.29,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,295
TX000296,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-09 12:17:00,现金,,,77994.23,-77994.23,13855639.06,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,296
TX000297,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-09 08:18:00,江苏锦祺供应链,,369826.57,,369826.57,14225465.63,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,297
TX000298,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-10 16:43:00,物流仓储乙,,,45279.76,-45279.76,14180185.87,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,298
TX000299,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-11 14:12:00,北京诚栋集成房屋,,225192.85,,225192.85,14405378.72,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,299
TX000300,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-11 14:29:00,上海港务,,,84272.89,-84272.89,14321105.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,300
TX000301,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-11 14:29:00,现金,,,150733.2,-150733.2,14170372.63,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,301
TX000302,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-13 12:56:00,上海港务,,,105564.77,-105564.77,14064807.86,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,302
TX000303,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-13 11:13:00,燃油供应公司,,,124380.69,-124380.69,13940427.17,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,303
TX000304,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-14 14:49:00,西轮国运代理,,157873.79,,157873.79,14098300.96,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,304
